,,A,B.E.,CDS-PP,CH,IL,JPP,L,MAS,MPT,NC,PAN,PCP-PEV,PCTP/MRPP,PDR,PNR,PPD/PSD,PPM,PS,PTP,PURP,R.I.R.
120903,669,0,23,8,8,1,,7,,5,,8,54,10,2,0,43,,210,1,0,5
120905,653,0,33,3,7,0,,5,,0,,7,36,7,0,0,39,,170,0,0,4
120906,1406,1,80,32,25,6,,4,,3,,31,47,9,0,2,162,,434,0,3,6
121001,376,0,23,5,2,2,,1,,0,,4,7,1,0,0,50,,106,0,1,0
121002,351,0,10,5,4,0,,2,,0,,9,4,1,0,0,43,,92,0,2,1
121003,915,3,32,9,6,1,,1,,0,,5,23,3,1,1,130,,285,2,3,1
121004,1123,7,32,27,10,5,,3,,1,,10,24,5,0,3,211,,257,4,0,2
121101,517,0,19,13,5,0,,0,,0,,3,60,5,0,0,23,,104,0,0,0
121102,1076,3,33,44,28,3,,2,,1,,6,79,10,0,2,150,,246,0,1,0
121103,501,0,20,9,16,0,,0,,0,,2,38,4,1,2,27,,132,1,0,0
121104,490,1,27,11,16,3,,3,,0,,5,43,3,0,0,41,,127,0,0,0
121201,978,0,25,29,14,1,,3,,1,,7,39,8,0,3,130,,232,1,1,3
121205,313,0,8,1,0,0,,0,,0,,4,19,2,0,3,23,,96,0,3,0
121207,292,0,9,1,1,0,,0,,0,,2,34,7,0,0,14,,106,0,1,1
121208,230,1,7,4,0,0,,0,,0,,1,14,3,1,0,38,,63,0,0,0
121210,773,0,26,22,10,0,,2,,1,,7,48,7,1,1,81,,228,0,2,2
121211,377,1,18,3,4,0,,1,,1,,8,29,5,0,0,33,,115,0,0,1
121212,2906,4,119,49,43,8,,4,,0,,19,177,13,2,1,305,,738,3,1,4
121301,1050,3,47,18,15,3,,0,,3,,6,102,18,1,1,70,,208,1,0,4
121302,1805,4,62,29,13,1,,6,,1,,14,278,21,3,1,148,,325,1,0,0
121304,804,0,31,12,7,1,,0,,1,,4,158,10,0,3,25,,156,0,1,1
121305,1003,0,51,4,10,2,,3,,0,,6,76,14,0,0,34,,328,2,1,2
121308,9394,15,488,145,153,30,,22,,10,,87,517,69,7,15,821,,2147,10,11,17
121401,507,3,22,9,5,1,,1,,0,,2,12,2,0,0,96,,130,1,0,1
121402,1344,2,38,24,12,2,,5,,0,,4,16,6,1,1,212,,357,1,1,1
121404,1557,6,71,22,21,6,,9,,1,,16,76,5,0,2,221,,376,1,1,3
121410,1524,4,85,28,22,3,,2,,2,,10,46,7,2,1,171,,442,0,0,7
121411,13160,65,610,291,234,52,,52,,14,,144,444,51,15,24,1787,,3144,3,21,27
121412,805,4,33,12,10,1,,2,,3,,8,13,4,0,1,155,,172,0,2,6
121413,1479,5,57,43,27,5,,7,,2,,18,44,3,0,3,280,,328,0,2,5
121501,1022,3,44,19,9,2,,1,,2,,9,50,4,0,1,98,,262,0,1,1
121502,937,7,25,11,10,4,,1,,0,,5,105,21,0,2,109,,209,1,0,2
121503,504,1,23,5,6,1,,3,,1,,1,43,5,0,0,94,,142,0,0,1
121504,1472,2,60,25,21,6,,7,,2,,15,85,8,2,5,255,,330,1,2,1
130103,607,0,8,6,2,1,4,0,1,0,0,2,26,3,0,1,80,1,91,0,0,1
130107,783,0,11,4,1,4,0,1,0,0,1,4,5,1,1,0,105,0,103,1,0,3
130112,2274,2,114,33,6,7,1,9,0,1,1,34,18,4,6,2,387,1,537,3,1,8
130115,671,2,29,24,1,1,0,7,1,0,0,3,8,0,2,1,121,0,201,0,0,4
130117,1508,1,67,12,5,3,1,5,0,0,1,13,12,5,6,0,240,0,392,0,0,2
130118,593,0,10,20,4,4,1,1,1,1,0,4,10,4,1,1,112,1,161,2,0,0
130119,786,2,52,12,3,4,0,7,0,0,1,8,10,4,3,2,155,2,176,1,2,3
130120,607,0,29,11,0,2,2,6,0,1,0,8,8,3,0,0,101,1,166,3,1,2
130121,1605,1,65,22,3,9,1,11,0,1,1,20,15,6,8,3,250,1,473,5,2,10
130123,2926,1,91,39,9,9,1,8,1,4,3,32,17,5,14,2,521,1,648,2,3,18
130126,754,0,30,9,0,1,1,3,1,0,1,2,12,1,7,0,96,0,194,0,0,3
130128,279,0,10,40,0,1,0,1,0,0,0,2,10,2,0,0,27,1,34,0,0,0
130129,906,0,25,14,4,4,1,8,1,1,0,7,11,3,1,4,188,1,269,0,3,6
130134,573,1,15,16,2,4,3,4,0,0,0,3,5,0,1,1,125,0,118,0,0,4
130135,3877,2,163,80,9,15,3,21,1,3,1,21,46,7,24,1,753,1,746,5,0,17
130136,1831,0,39,49,3,5,0,6,0,3,1,16,11,2,2,1,320,0,384,0,5,11
130138,2592,4,96,26,2,10,2,8,0,2,0,25,44,3,2,3,339,1,771,3,0,16
130139,871,2,23,9,2,4,1,2,0,1,0,10,5,2,5,1,177,0,207,1,0,1
130141,1693,3,40,23,3,4,2,6,2,1,0,7,14,6,1,2,335,1,282,3,2,4
130142,10873,18,619,152,29,57,5,151,2,11,2,119,227,18,31,8,1921,6,2500,7,3,38
130143,860,2,26,18,2,4,1,2,0,0,0,2,3,0,0,1,146,0,174,2,0,10
130144,3656,7,112,84,5,10,0,6,3,4,4,32,48,10,4,1,776,0,665,3,2,22
130145,3300,8,111,59,8,4,3,18,0,2,2,38,23,14,3,1,668,2,666,1,3,17
130146,552,0,6,7,0,1,1,0,0,1,1,5,3,0,1,0,81,2,117,1,0,2
130147,4385,12,136,72,16,8,3,16,1,6,3,48,58,14,2,9,767,3,1149,7,3,44
130148,1660,3,65,33,4,9,1,8,0,1,1,11,19,2,1,4,439,2,262,2,1,12
130204,573,0,12,1,6,0,0,0,0,0,0,2,7,0,1,1,64,0,168,1,0,4
130205,1084,1,27,10,3,1,1,2,0,1,0,0,7,6,0,0,147,3,208,1,4,5
130206,1712,3,50,22,4,5,1,2,1,1,2,18,9,7,0,1,189,0,415,3,3,17
130207,466,0,8,8,0,0,0,2,0,0,0,6,7,1,0,0,79,0,103,0,0,5
130208,338,1,6,4,0,0,1,0,0,0,0,1,2,1,1,0,85,0,61,0,0,0
130215,2350,3,64,26,7,3,0,3,0,3,1,24,24,0,1,3,235,1,553,2,2,11
130219,758,0,16,15,0,0,0,2,0,0,0,1,3,6,0,0,77,1,153,1,1,1
130220,330,0,4,3,0,0,0,0,0,1,0,1,1,1,0,0,44,2,69,0,1,0
130221,2257,2,56,30,9,5,1,7,1,1,2,17,15,13,1,3,295,0,595,4,1,21
130222,687,0,15,8,4,1,1,4,0,0,0,2,0,2,0,3,89,0,239,1,0,2
130223,3368,8,100,65,10,8,1,11,0,5,1,41,41,1,2,2,690,0,630,4,4,17
130224,687,2,28,4,4,0,0,2,0,1,0,4,4,0,0,1,84,0,177,0,2,0
130225,1586,0,48,7,3,2,0,3,0,1,0,14,12,5,0,1,160,0,495,0,0,6
130226,944,0,11,8,1,0,1,0,0,1,1,3,3,1,0,0,124,0,177,1,0,4
130301,681,1,17,8,2,4,1,0,0,0,1,6,4,1,0,0,168,0,111,0,2,6
130302,2324,1,85,33,5,11,1,8,1,1,0,17,22,10,1,3,456,0,501,2,2,6
130305,1536,3,81,49,4,8,2,9,1,3,1,25,37,10,0,2,324,0,359,2,3,13
130306,2409,7,135,34,4,9,5,17,2,2,2,27,48,12,2,3,398,2,624,5,3,17
130307,1137,4,44,34,1,3,4,3,0,0,0,10,26,1,2,2,208,0,232,2,0,8
130313,972,3,47,25,5,3,2,0,2,0,1,19,15,4,0,2,138,0,351,0,0,8
130314,950,2,44,23,5,6,2,8,1,1,0,11,12,0,1,1,157,1,264,1,4,10
130315,1921,2,89,49,3,4,2,10,1,1,2,11,52,12,3,0,330,1,498,3,2,14
130317,1783,2,73,37,3,6,1,6,1,1,2,17,22,9,0,0,333,2,411,2,4,8
130318,1073,2,51,5,4,2,2,7,1,0,1,18,27,2,0,0,135,1,387,1,3,11
130319,596,1,35,22,1,1,0,2,0,1,1,7,9,1,0,0,115,1,180,2,0,4
130324,1417,2,65,48,4,5,1,8,0,0,1,15,14,3,0,5,278,1,321,1,1,11
130334,3451,2,132,74,8,11,7,22,3,2,1,32,58,7,6,8,691,1,844,5,4,21
130335,16333,44,747,271,54,85,10,71,7,17,14,234,285,59,6,15,3138,6,3548,22,23,99
130336,2967,4,144,64,9,8,4,12,1,4,1,38,81,13,6,8,398,1,716,5,1,32
130337,3050,4,137,50,5,4,6,9,3,5,1,45,43,13,0,4,457,5,841,3,5,18
130338,1080,4,38,24,1,0,1,6,0,0,1,6,21,1,0,1,205,2,228,0,4,19
130339,5726,15,183,116,28,40,3,21,0,2,3,69,66,10,2,5,1272,1,1105,9,7,21
130340,1051,2,50,24,5,4,1,0,0,2,1,14,12,1,0,2,156,0,325,2,1,9
130341,1446,1,44,27,9,5,1,4,0,1,1,18,12,2,1,2,339,0,322,1,1,6
130405,1318,1,68,25,2,7,0,2,4,3,1,23,19,5,1,0,154,0,293,1,2,12
130408,45473,119,3493,614,199,317,36,193,20,49,66,1123,1834,165,38,85,6890,12,9873,32,64,232
130412,12664,34,873,210,64,83,4,52,3,21,18,346,467,57,12,26,1984,6,2808,7,20,72
130413,33668,70,2152,349,137,136,14,121,8,25,37,725,2006,199,25,48,3646,13,6793,28,51,175
130414,6519,21,412,118,37,32,11,28,4,8,12,123,196,23,13,9,1271,2,1560,4,10,40
130415,41970,137,2869,662,166,353,19,237,11,65,53,1036,1660,171,42,53,7154,29,8604,35,46,206
130416,4920,11,279,89,23,21,1,23,1,0,4,84,176,24,3,12,796,4,1357,3,8,45
130502,1622,1,50,31,9,5,0,3,0,0,0,18,22,6,2,2,266,0,423,2,2,27
130504,2273,2,98,40,6,9,3,15,0,2,0,16,39,8,0,2,315,0,585,2,2,32
130510,1712,4,72,42,6,9,1,13,0,1,2,25,24,10,1,0,308,0,451,3,2,43
130512,1332,2,43,18,5,1,2,4,0,2,0,11,13,4,0,2,196,1,371,1,1,16
130513,3390,5,149,53,12,10,3,20,2,2,2,30,78,16,2,1,498,0,1064,5,7,69
130515,2183,2,59,40,4,4,0,4,0,0,0,21,26,2,2,2,503,0,453,0,0,17
130524,1510,1,55,33,3,7,0,0,0,1,8,24,29,3,1,1,311,1,327,1,2,19
130525,2330,6,95,56,7,9,2,17,3,0,0,21,36,6,0,1,426,1,521,3,0,23
130526,1177,3,47,11,1,3,0,9,0,2,0,9,19,3,2,1,164,0,342,3,6,16
130527,1899,1,73,38,7,8,0,20,0,3,1,17,33,6,1,0,344,0,414,3,4,26
130528,6340,14,275,95,27,24,2,46,1,7,6,104,99,20,5,8,1193,7,1554,8,6,102
130529,1839,3,77,43,11,4,0,8,1,5,3,35,27,2,2,2,422,0,457,4,3,29
130530,5015,9,266,105,13,17,3,25,0,5,1,65,93,21,8,9,739,3,1227,18,2,42
130531,2948,6,129,58,14,7,1,16,3,6,0,34,22,11,4,4,581,1,784,0,1,52
130532,5542,15,262,103,21,26,7,49,1,5,2,82,82,16,5,3,1229,2,1263,11,6,70
130601,23228,88,1829,303,107,175,26,155,10,30,29,686,759,73,17,51,3780,15,5153,24,29,94
130603,2983,13,167,64,13,32,1,7,2,6,4,67,65,10,4,1,691,1,624,1,4,11
130608,4011,15,276,67,12,40,3,33,3,9,6,97,118,17,5,5,778,1,1040,6,7,16
130609,11194,40,784,209,45,173,15,75,3,23,11,316,298,33,12,22,2331,6,2348,7,11,41
130613,1620,3,91,24,3,12,1,3,0,1,1,38,37,8,5,1,393,0,348,4,1,9
130616,5148,28,303,76,15,62,2,27,2,5,14,139,144,16,7,6,1073,5,1105,2,10,21
130617,10213,35,745,153,29,116,15,65,4,15,18,296,396,37,4,10,1782,3,2285,9,10,41
130618,15851,38,949,289,57,209,40,90,6,30,11,396,353,38,14,11,3390,5,3213,18,16,69
130619,34965,148,2576,680,138,662,40,244,7,47,33,997,998,114,40,41,7687,18,7178,28,31,112
130620,7093,44,443,133,33,70,11,52,3,13,17,206,148,11,4,15,1408,6,1539,6,7,29
130704,1098,0,38,33,1,3,0,2,0,1,0,3,36,5,3,1,117,0,292,0,1,6
130705,1377,3,48,40,6,7,1,3,0,0,0,14,25,11,1,1,228,1,442,2,0,18
130722,3026,6,107,49,9,3,4,6,1,3,1,16,31,4,1,2,354,0,850,1,2,16
130723,1000,0,38,25,1,3,1,2,0,2,0,11,8,1,4,0,163,0,278,0,0,4
130724,1191,6,44,25,3,7,1,1,0,1,0,14,7,3,0,1,272,0,319,0,0,4
130730,2682,2,76,104,6,12,0,8,0,1,3,31,15,3,3,1,565,3,465,6,3,27
130732,7146,9,225,200,7,29,4,11,5,5,4,99,63,7,4,9,1693,4,1292,10,8,94
130733,1328,5,56,36,2,5,2,3,0,1,1,11,11,6,0,1,252,0,253,3,2,12
130734,3215,3,92,90,12,8,2,3,0,2,1,53,21,9,2,7,676,3,585,3,6,34
130735,1738,1,91,22,1,6,0,5,1,0,2,21,102,3,1,3,195,2,657,2,2,14
130736,9958,22,492,225,29,21,6,32,2,8,13,152,157,22,8,11,1616,6,2364,7,14,75
130737,1377,2,58,41,5,2,3,2,1,3,3,11,17,3,2,2,150,0,390,1,1,16
130738,2337,5,108,52,8,12,3,6,2,1,0,22,15,5,1,0,306,1,502,4,1,24
130739,2382,2,55,47,4,10,4,6,0,3,1,22,18,8,0,1,522,2,375,0,2,26
130740,2424,1,92,41,9,11,0,7,0,2,2,31,29,5,3,2,449,2,484,1,0,17
130741,3240,7,93,118,5,9,5,6,0,0,1,23,39,7,3,3,662,2,713,2,6,78
130811,37521,101,2762,469,167,319,20,197,11,40,50,970,1293,144,41,48,5464,23,9276,32,53,138
130812,43786,146,2700,827,162,742,23,316,3,44,41,1005,1218,103,27,41,8492,23,9241,21,48,127
130813,25622,55,1531,368,104,186,21,103,7,38,25,597,631,82,43,39,3739,22,6081,16,36,111
130814,45104,115,3610,696,178,552,26,332,16,52,58,1188,1702,150,38,65,7827,17,9639,28,48,187
130902,3883,10,157,93,9,15,3,12,2,2,2,48,47,8,2,3,865,0,745,3,1,34
130904,1900,2,56,43,3,6,0,7,0,2,2,19,23,5,4,2,465,0,438,1,0,8
130905,3691,4,124,111,12,11,2,23,2,0,2,42,45,10,3,4,752,0,771,4,5,57
130906,2150,3,96,57,6,8,1,5,0,4,0,37,30,2,0,1,444,2,559,5,3,14
130908,6751,10,309,99,23,33,2,27,1,4,1,110,368,31,6,3,1009,6,1509,5,9,59
130910,3261,5,96,92,11,12,1,18,0,1,0,58,33,3,3,2,854,0,608,4,2,24
130913,3192,4,96,84,5,14,1,13,0,7,0,26,34,7,4,6,850,2,566,3,1,22
130914,2229,4,90,40,9,7,2,6,1,1,0,36,37,5,4,2,458,1,548,4,2,12
130916,3084,3,100,56,12,7,1,7,0,5,4,33,26,10,1,4,593,0,448,1,5,21
130917,5279,8,150,219,8,12,3,20,1,5,7,69,56,12,2,11,1229,5,947,9,3,30
130918,8448,12,335,224,32,60,5,48,0,6,9,112,89,23,3,7,2092,2,1400,4,8,47
130919,4876,13,198,138,11,20,0,15,3,4,3,69,46,17,8,6,971,4,1128,4,4,30
131001,1372,4,58,30,2,8,2,6,1,2,0,21,27,11,1,2,249,3,401,0,1,16
131002,857,5,36,22,4,10,1,4,1,2,1,11,17,1,1,1,230,0,194,0,0,6
131003,4202,13,142,124,17,18,4,10,1,6,3,53,72,17,4,3,836,3,1102,6,2,73
131004,1760,0,56,52,3,2,0,5,0,4,2,14,16,4,0,1,382,0,540,2,0,17
131008,2574,6,138,67,16,9,4,5,1,1,4,52,96,10,0,4,377,0,699,2,1,69
131009,1568,2,35,50,6,7,1,3,1,1,2,15,15,2,0,2,399,0,319,2,1,25
131010,3112,3,76,157,8,12,6,9,3,1,6,42,11,7,1,2,882,2,443,5,2,38
131011,5977,16,255,116,33,29,3,23,7,4,6,107,118,32,17,9,1243,4,1294,9,7,72
131013,8428,12,254,193,33,24,5,24,3,4,3,106,117,29,4,5,1822,10,1490,6,13,90
131014,1175,1,36,58,5,2,1,1,0,3,2,17,15,4,0,5,290,0,263,0,0,29
131017,1513,3,62,18,3,8,0,7,1,2,0,25,142,8,0,1,156,1,450,0,1,27
131018,7533,8,293,192,21,30,3,18,2,11,5,134,76,22,5,7,1784,4,1584,7,2,134
131019,3918,18,201,37,21,19,4,29,5,6,2,59,154,14,4,4,651,2,1107,4,2,45
131020,3612,7,163,48,15,13,0,13,0,4,3,75,76,16,0,2,444,3,1165,3,9,61
131021,2278,7,64,94,6,6,2,14,2,3,2,28,21,5,1,5,654,2,437,1,1,21
131022,2011,2,57,42,10,8,2,5,2,3,3,35,32,6,0,2,418,0,491,7,5,41
131024,4165,8,116,164,11,10,2,10,1,7,7,50,34,11,4,6,1092,2,651,9,2,59
131025,17646,37,786,571,96,102,11,70,5,15,18,298,253,51,14,18,3854,9,3839,24,17,271
131101,2152,1,59,38,6,4,5,5,2,0,3,19,18,6,0,2,386,0,360,4,3,47
131102,1417,0,102,21,8,6,2,3,0,0,1,19,51,7,1,1,265,1,292,3,2,56
131103,1429,8,75,39,7,8,2,8,1,4,1,22,31,4,3,0,206,1,449,4,2,57
131104,2123,3,128,45,5,6,6,3,3,3,2,24,19,12,1,1,377,0,603,2,2,58
131105,1401,1,42,26,8,6,4,2,0,3,1,18,20,3,0,3,364,0,246,1,3,57
131106,862,1,32,19,2,3,0,1,1,1,1,18,11,4,2,2,202,1,229,0,0,31
131107,1262,2,53,26,4,7,3,10,0,2,2,12,30,2,3,1,265,1,339,4,1,30
131108,1557,1,55,28,8,8,1,7,0,2,4,17,21,10,0,0,246,0,363,2,2,51
131109,2039,6,109,18,5,7,3,7,1,3,1,34,16,6,1,2,262,5,313,3,4,77
131110,828,0,32,10,8,2,1,2,0,3,1,11,9,1,0,0,155,0,173,2,0,28
131112,1298,5,51,28,4,1,0,6,1,0,0,16,34,5,2,1,182,0,433,1,1,52
131113,2254,2,81,41,6,13,3,4,0,2,1,18,23,6,0,0,494,2,561,2,1,105
131115,1805,6,84,24,9,3,1,10,2,1,3,34,33,10,2,0,378,1,483,2,4,71
131121,1675,2,63,43,8,6,1,9,1,1,3,17,26,7,0,2,350,1,425,5,1,49
131122,3384,5,159,55,10,13,4,17,3,1,4,67,95,17,4,1,576,3,906,5,4,92
131125,1128,3,182,30,5,4,1,2,2,1,0,5,8,1,0,2,221,0,234,2,2,25
131128,1522,4,51,21,3,3,2,7,0,0,0,20,7,5,0,0,211,1,287,0,0,282
131129,2423,1,134,34,9,7,1,5,0,0,3,31,33,12,1,6,509,2,521,3,3,70
131132,1343,1,35,14,1,2,0,9,0,2,2,19,7,3,0,1,191,0,369,4,2,24
131133,1587,0,45,53,4,7,0,3,2,2,0,14,16,3,1,3,304,0,383,6,1,52
131134,747,2,37,9,2,1,0,2,0,1,1,5,35,2,1,0,76,0,262,0,0,14
131136,1237,2,43,24,5,6,0,6,0,2,1,19,14,4,5,2,406,2,240,1,3,50
131138,1216,0,70,8,3,6,2,2,0,0,2,18,80,7,3,0,152,1,414,3,1,13
131139,13755,37,738,258,60,74,6,75,5,12,8,243,264,43,7,17,2620,5,3194,13,18,331
131140,1391,3,68,24,2,4,1,2,0,1,1,12,27,2,4,5,293,1,242,2,5,44
131141,3479,2,165,79,14,15,4,14,2,7,1,72,61,17,2,5,644,1,901,1,6,124
131142,2347,1,97,46,5,6,2,7,0,2,1,34,28,5,1,4,507,4,630,2,4,78
131143,4264,8,170,73,9,18,3,7,4,2,3,54,61,13,1,4,1089,2,849,5,2,136
131202,21846,78,1674,433,59,256,14,285,8,19,32,490,975,77,16,25,4279,18,3988,9,30,58
131203,28076,63,1853,300,102,197,16,135,5,23,32,594,1410,101,10,27,3563,14,6631,18,37,114
131210,41022,154,3000,786,114,554,21,398,9,30,56,1051,1624,117,30,37,8396,19,7973,23,53,142
131211,33559,135,2235,998,92,692,17,277,10,31,38,807,1265,81,19,39,7633,30,6603,16,33,98
131216,25496,115,1220,1365,53,862,5,214,1,19,24,412,708,47,5,25,8148,19,3935,10,17,56
131217,35745,113,2708,727,72,460,15,500,5,24,37,824,1395,77,17,44,6345,13,5890,16,37,85
131218,24360,70,1480,772,72,620,6,251,4,24,17,473,982,57,10,38,5847,13,4485,14,27,47
131305,2341,2,80,147,5,8,2,2,4,3,3,21,16,3,5,4,646,0,393,2,1,8
131307,2312,5,41,122,8,13,2,8,0,1,3,25,12,4,0,3,563,0,262,4,0,7
131308,1884,2,55,62,6,8,0,7,2,0,0,21,25,3,5,0,589,1,223,3,0,4
131311,2212,4,66,130,3,4,0,7,0,2,1,25,18,3,3,3,676,2,307,2,1,13
131313,12806,33,524,323,55,82,7,52,6,5,6,161,146,31,9,13,2923,3,1896,11,12,37
131314,5318,4,135,238,14,19,2,17,1,6,0,50,27,10,2,1,1571,1,609,4,2,26
131315,33326,90,1694,867,134,258,13,168,10,45,34,539,707,62,31,44,6338,14,5155,28,33,75
131401,1380,7,80,21,2,5,1,7,0,0,1,27,8,4,1,3,368,2,305,0,1,9
131402,1985,2,71,38,4,19,2,7,1,1,2,47,29,10,4,3,492,0,435,1,3,15
131405,7504,11,485,162,23,39,6,46,13,3,13,112,167,24,4,8,1191,3,1857,9,7,35
131413,3455,7,173,69,7,14,5,11,0,4,1,48,67,11,5,2,723,0,877,2,3,28
131416,3002,6,183,54,3,16,3,13,2,5,3,49,71,6,9,5,503,0,836,8,0,13
131418,1347,7,34,29,5,6,0,5,0,0,1,16,25,2,1,3,347,0,305,0,0,3
131419,3172,9,178,54,8,5,3,8,1,3,2,44,147,13,4,4,457,2,906,6,4,13
131430,3447,2,199,60,10,15,4,8,1,2,2,66,88,15,10,3,514,4,970,4,6,20
131432,3260,4,198,37,12,10,2,12,3,1,2,51,197,20,6,2,359,2,910,5,4,9
131433,5924,13,292,128,25,25,3,16,2,4,5,73,85,12,7,6,1157,3,1629,14,8,28
131434,5896,14,427,86,17,21,5,26,5,16,7,113,179,23,12,5,897,3,1629,11,7,30
131435,1907,3,115,55,7,8,2,8,0,4,0,34,33,8,2,3,322,0,525,2,5,8
131436,1399,3,93,28,3,6,0,7,0,3,1,28,15,3,1,2,262,1,382,0,2,18
131437,18873,67,1092,409,58,124,10,75,5,15,12,328,376,44,32,30,3436,8,4482,13,23,74
131501,12957,41,798,163,63,91,17,46,5,20,11,322,307,40,17,14,1993,5,2874,17,23,93
131503,35148,91,2612,483,146,269,24,177,13,35,37,876,1010,113,28,46,5187,23,7934,21,43,208
131505,21612,56,1452,282,101,183,16,124,16,33,14,563,755,71,31,36,3150,12,4669,9,14,331
131506,13870,28,638,159,53,64,7,57,5,19,18,236,730,81,11,16,2157,6,2998,17,18,198
131602,5067,23,299,99,19,46,2,30,0,1,6,132,153,15,6,3,860,3,937,4,10,18
131603,1076,1,76,16,3,8,0,4,0,2,0,24,15,1,0,2,175,1,279,1,2,13
131604,1852,5,151,40,8,18,0,16,1,3,4,41,64,9,5,3,300,3,345,2,8,9
131607,1159,4,52,27,2,3,3,3,0,3,0,14,32,5,0,2,263,0,265,0,0,7
131610,1472,4,73,28,4,6,2,6,0,4,2,26,25,5,2,4,283,3,441,2,1,20
131611,2017,4,115,24,7,15,2,7,0,0,4,48,37,6,2,1,413,6,556,0,1,13
131612,1870,3,85,43,6,8,0,4,0,2,0,24,14,6,3,2,446,0,430,3,3,4
131613,2491,5,143,45,13,21,0,12,1,9,3,59,49,2,0,2,518,0,620,1,2,14
131614,2058,4,96,30,9,12,4,10,1,2,4,44,36,12,2,4,407,0,440,1,4,11
131616,3488,10,210,99,26,47,2,29,3,3,4,77,68,7,8,5,782,5,611,2,6,26
131617,1540,2,97,19,5,11,0,11,1,1,2,25,35,4,3,3,295,0,405,0,2,5
131627,2993,7,94,65,19,16,2,16,1,6,1,54,37,8,2,2,665,0,591,5,4,10
131628,26216,68,1346,424,85,202,12,106,5,22,15,438,584,61,14,28,3872,10,4674,14,36,52
131630,2200,4,132,39,5,24,1,13,1,2,2,42,44,11,6,1,467,4,542,2,2,5
131631,2417,7,90,75,7,11,5,8,0,1,3,20,28,3,1,5,628,1,577,2,0,13
131632,2175,3,89,56,3,16,5,12,1,2,2,23,27,7,3,3,420,0,491,1,2,16
131633,1942,3,94,42,7,9,2,6,0,2,1,36,32,5,1,3,312,3,598,3,4,11
131634,1859,4,104,51,6,6,1,12,1,0,3,35,45,11,2,2,398,0,421,2,4,12
131635,2410,6,73,154,13,6,2,8,1,1,7,18,32,4,2,5,658,1,421,1,4,7
131636,3005,8,162,60,13,15,2,13,0,1,0,36,58,14,6,8,657,1,525,5,0,18
131637,2159,8,135,35,13,13,3,7,0,2,0,36,52,10,6,3,426,0,568,1,3,12
131701,13226,39,819,342,44,220,4,93,4,19,11,348,324,43,4,8,2886,5,2549,10,17,36
131702,9687,26,612,141,27,69,3,35,0,14,8,171,451,51,7,8,1123,8,2498,17,14,57
131703,11845,40,866,177,55,106,6,69,5,17,13,286,321,36,14,16,1656,6,2755,11,25,52
131704,24339,65,1955,316,80,247,23,134,10,31,35,686,861,94,24,26,3556,15,5704,18,30,88
131709,9068,27,673,142,45,127,6,44,4,14,35,242,354,38,5,9,1548,7,2016,12,13,34
131712,20022,72,1309,243,74,119,9,129,11,15,46,553,707,63,21,35,2284,13,4321,19,32,96
131717,11502,59,697,231,43,154,7,69,6,10,14,269,300,36,15,15,2412,5,2556,8,18,52
131723,15449,51,1160,179,79,95,6,78,5,15,21,442,549,73,17,15,1777,9,3483,19,21,70
131725,10501,39,559,214,34,77,6,53,5,18,8,211,232,32,10,13,2017,2,2278,9,18,59
131726,19332,86,1391,373,79,284,14,97,8,32,35,545,693,66,29,30,3381,12,3893,16,24,78
131727,46495,167,3636,707,208,532,23,343,13,59,50,1167,1555,127,31,51,7780,25,8885,24,69,171
131728,17796,69,1166,351,74,140,14,82,6,31,26,368,413,58,14,22,2982,15,4300,20,20,93
131729,14845,41,765,540,38,93,9,41,2,19,11,245,281,56,10,19,3127,8,3441,22,18,65
131730,30424,106,2359,395,122,385,14,203,11,40,40,745,1146,91,12,50,4670,24,6479,20,54,98
131731,12529,37,754,201,48,103,11,68,3,12,13,268,295,43,8,15,2089,8,2733,13,18,61
131806,1304,0,44,35,4,7,1,6,0,0,1,20,14,6,0,1,302,0,321,4,2,8
131808,1600,2,62,34,3,13,0,7,0,0,2,22,16,4,1,0,477,1,345,2,4,6
131809,4175,11,166,74,16,26,2,9,1,6,4,60,96,21,4,6,1004,1,1024,3,2,23
131810,18845,51,907,417,57,126,12,71,3,15,17,292,362,56,17,19,4487,15,4040,19,32,87
131811,7860,16,404,145,19,45,4,39,3,7,6,164,196,24,13,11,1339,1,1876,6,7,28
140104,1511,1,90,24,13,0,,7,,0,1,18,57,3,2,6,108,2,427,2,3,5
140105,513,5,27,18,8,0,,2,,1,1,8,6,0,0,0,64,2,100,0,0,7
140106,1395,9,105,42,16,9,,3,,2,7,27,71,8,0,4,133,3,354,2,3,4
140107,2039,4,164,18,29,8,,10,,1,3,32,94,15,6,0,105,4,494,3,1,7
140108,988,1,74,23,17,1,,8,,3,1,13,29,6,2,1,79,2,238,1,2,1
140115,2795,6,255,31,23,9,,14,,3,10,44,170,10,2,1,191,7,720,1,7,9
140118,510,5,19,22,1,2,,3,,2,1,9,5,2,0,2,58,2,124,0,0,5
140119,600,1,50,13,5,0,,4,,0,1,2,15,1,0,0,97,0,137,2,3,0
140120,14338,56,1122,369,226,65,,90,,24,39,249,435,58,20,19,1800,11,2766,6,28,43
140121,710,2,20,16,3,3,,3,,0,1,5,15,3,3,1,270,1,108,1,0,4
140122,1747,2,105,29,20,2,,12,,1,4,25,73,13,1,3,110,1,502,2,1,5
140123,1203,0,107,12,20,2,,3,,1,3,8,86,6,2,2,53,1,411,1,0,3
